# DataSetAbscissaRange = 1800 220
# DataSetAlias = Sample51.Sample
# DataSetHistoryRecord000 = Michael Matus
# DataSetHistoryRecord001 = Created as New Dataset
# DataSetHistoryRecord002 = thu jul 21 11:17:53 2022 Coordinated Universal Time (GMT+0:00)
# DataSetHistoryRecord004 = MM04 BG20 535341 d=2.0 mm Q50mm
# DataSetHistoryRecord005 = Lambda 1050+
# DataSetHistoryRecord006 = 1060L2011032
# DataSetHistoryRecord007 = PerkinElmer UV WinLab 7.1.0.68 / 2.02.11 Lambda 900 UV/VIS/NIR, May 23 2018 11:23:04
# DataSetHistoryRecord009 = 3350/servo 1800.8/servo 840.8/1
# DataSetHistoryRecord010 = UV/VIS
# DataSetHistoryRecord011 = CommonBeamDepol,RBeamAtt,SBeamAtt,uv/vis/nir detector, TDS WB InGaAs Detector
# DataSetHistoryRecord012 = Program
# DataSetHistoryRecord013 = Program
# DataSetHistoryRecord014 = 3350/servo 1800.8/servo 840.8/1
# DataSetHistoryRecord015 = 3350/0.2 1800.8/0.2 840.8/1
# DataSetHistoryRecord016 = 3350/0.2 1800.8/0.2 840.8/1
# DataSetHistoryRecord017 = 3350/1.00 1800.8/1.00
# DataSetHistoryRecord022 = 1800.8 840.8
# DataSetHistoryRecord023 = Front
# DataSetHistoryRecord024 = off
# DataSetHistoryRecord025 = S:100 R:0.1
# DataSetInterval = -1
# DataSetName = Sample51.Sample
# DataSetNumPoints = 1581
# DataSetXAxisLabel = nm
# DataSetYAxisLabel = %T
# Ignored_DataSetChecksum = 00 00 00 00
# Ignored_DataSetDataType = 10 00
# Ignored_DataSetFileType = 00 00
# Ignored_DataSetOrdinateRange = 00 00 00 00 00 00 00 00 5D 0B F1 D4 19 F9 58 40
# Ignored_DataSetSamplingMethod = 00 00
# Ignored_DataSetXAxisUnitType = 0B 00
# Ignored_DataSetYAxisUnitType = 02 00
nm,%T
776,36.002158179227706
777,33.454463099158495
778,30.453051598242475
779,28.03833734041642
780,24.76960173640779
781,21.83324961255537
782,18.533857652684112
783,15.549627830089719
784,12.289578423688537
785,9.086043237965729
786,6.317127159209019
787,4.01378437369357
788,2.3364163758039225
789,1.2043787881390506
790,0.5424002715899217
791,0.34250080855124854
792,0.15931764229746354
793,0.03086842610478618
794,0.011942131169619518
795,0.005336636214511584
796,0.0027188346335780505
797,0.0017223965449000918
798,0.0012623933927693755
799,0.000911241220817024
800,0.0005142607188206988
801,0.00028605639889101324
802,0.0001918176368982609
803,0.00012020336364807316
804,0.00018056541964805103
805,0.00010872033119707686
806,0.00020114659964146287
807,0.0007602736451239803
808,0.0025113206123422264
809,0.007898199544661361
810,0.0207418473448684
811,0.049290671913738524
812,0.10329610040058412
813,0.20734777481556216
814,0.3871364119180023
815,0.6730900836020631
816,1.085149185119598
817,1.6659694372740976
818,2.470523146048812
819,3.4283333869891477
820,4.683096723256868
821,6.303961187977851
822,8.22679103701015
823,10.402872972681916
824,12.984252436528926
825,15.509070232443968
826,18.75216494416613
827,21.930148462992467
828,25.17173217586975
829,28.593780290151937
830,32.20542201840573
831,36.26419444561304
832,40.10208832655094
833,44.76750924067823
834,48.86054226665021
835,53.10423868569663
836,57.9198172650546
837,62.93501493124373
838,66.13198921207857
839,70.81634216197486
840,72.13973862163677
841,57.06632729961279
842,60.26448942508058
843,62.82355807280858
844,55.10232081553421
845,56.25532434672276
846,58.26210875835345
847,58.68733304653514
848,52.724570593100886
849,52.93925906198817
850,53.20116199712118
851,50.089695193605046
852,46.33987101167121
853,45.46092903811438
854,46.14524086797692
855,41.355951850541054
856,36.91607778413697
857,33.95501662490222
858,29.71848068221041
859,26.26254713522852
860,25.087148829920693
861,22.212254004274577
862,20.345467329999927
863,17.57787621894175
864,16.328136067537706
865,14.051909990812575
866,12.101537112219317
867,10.740419123408302
868,9.775314229410231
869,8.429156143010989
870,8.074636178650207
871,8.38801578240778
872,7.479241973390405
873,6.830494315683206
874,6.9355370753837144
875,6.984297108566784
876,7.180106844507568
877,7.654099953636728
878,8.098068351459673
879,8.730499247096954
880,9.552417937316173
881,9.910520154569408
882,11.100653344491361
883,12.234729815530638
884,14.029537955259677
885,15.351772700994982
886,16.67212203934345
887,18.816262767097097
888,19.11691732909178
889,21.132583726088903
890,22.142420791076063
891,24.19910221850605
892,26.2493235421925
893,28.160204941142357
894,30.407755621125553
895,33.538151104178105
896,35.17585685310355
897,35.69655597679423
898,38.105305496858136
899,40.58466442397295
900,40.840490643288256
901,43.346020167590545
902,45.406134468854944
903,46.68543574069625
904,48.93725566550724
905,52.46581831489955
906,53.36830033884309
907,55.96911928365802
908,57.07369682094817
909,60.2269062669312
910,61.72969994225686
911,62.36531198162284
912,63.38198556019968
913,64.63799997623917
914,67.31754790475335
915,69.5741855686725
916,71.09784187788502
917,72.17786511688384
918,73.70507519552645
919,73.98943386608646
920,75.69369543936092
921,77.31856221958914
922,78.64109954585929
923,77.19928877274508
924,79.346234559899
925,81.81179926483622
926,83.16366346297335
927,83.48933453061647
928,82.4272907778957
929,83.44376083440281
930,84.33326934537061
931,84.47329273586794
932,85.38323996215837
933,87.12529820239403
934,85.4077005648055
935,85.1413738212007
936,86.87601984309947
937,87.31712825689829
938,87.76828921921978
939,87.6248269297503
940,88.04728320297338
941,88.1482916348894
942,87.42803913651659
943,88.31267884060843
944,88.97813127919478
945,87.17543674746658
946,87.53525074696411
947,88.48746027408323
948,87.58012486738266
949,86.71014178921807
950,87.72395385744738
951,87.26374415497172
952,86.28127919087687
953,86.07300254569475
954,87.84068465778523
955,88.28274269541302
956,88.44026746787851
957,88.32289468513738
958,86.46183798037858
959,86.12086827378963
960,86.09725029199686
961,85.35313700795058
962,86.16195696775371
963,85.8254482553172
964,85.43257628208546
965,85.6282993301038
966,86.26072864400953
967,85.4425669059937
968,85.31783496366768
969,86.14571901273973
970,85.4209825018063
971,84.112908640253
972,83.66484543990875
973,84.28720031607735
974,84.35314899272043
975,84.4521916833101
976,84.43198833143057
977,84.67485755804792
978,84.2011426767188
979,83.8505339998007
980,83.70568520737348
981,83.85784865976427
982,82.96612720070746
983,83.04008572981046
984,83.0232222763016
985,82.33714885147927
986,82.08948746857901
987,82.44670762776572
988,82.44765581383142
989,82.03433773007806
990,82.40452866992914
991,82.55837882527626
992,81.93413184793896
993,80.76553605364168
994,80.8784033817166
995,81.17997838618557
996,81.30693097656618
997,81.25313528574463
998,81.28437982268191
999,81.17110935520209
1000,80.98136846235033
1001,80.82687312170606
1002,80.83227227170188
1003,80.8938326237243
1004,80.77106584539108
1005,80.73336269056178
1006,81.11750684616393
1007,80.67543141029813
1008,80.22442956879215
1009,80.50509341844673
1010,81.08233874781442
1011,81.16864325738334
1012,80.96209998210809
1013,81.1313136011478
1014,81.28830779733343
1015,81.09977618422101
1016,81.01807365359703
1017,81.35932278473305
1018,81.48248432119054
1019,81.32465923183814
1020,81.39199831062459
1021,81.54939017863818
1022,81.73225707276572
1023,82.09358692790354
1024,82.41592663099794
1025,82.93590350155236
1026,82.88513995141791
1027,82.63118920172002
1028,82.80262309541237
1029,83.59077491359116
1030,84.0760020901831
1031,83.87655373521706
1032,83.82022510447524
1033,83.84428732437047
1034,83.65244213008572
1035,83.90638263527754
1036,84.36121565720704
1037,84.5910948085388
1038,84.86670732983757
1039,84.879364682789
1040,84.76411065454673
1041,84.76799891258554
1042,84.76506085240575
1043,85.15889679438602
