# OperatorName = Michael Matus
# Modification = Created as New Dataset
# ModificationDateTime = thu oct 27 11:49:39 2022 Coordinated Universal Time (GMT+0:00)
# Parameters = 
# SampleDescription = 
# InstrumentModel = Lambda 1050+
# InstrumentSerialNumber = 1060L2011032
# InstrumentSoftwareRevision = PerkinElmer UV WinLab 7.1.0.68 / 2.02.11 Lambda 900 UV/VIS/NIR, May 23 2018 11:23:04
# _UnknownRecord2375_ID223 = 
# SlitWidth = 3350/servo 860.8/1
# LampsUsed = UV/VIS
# InstrumentAccessories = CommonBeamDepol,RBeamAtt,SBeamAtt,150mm sphere / downward view, WB InGaAs Detector
# UvVisSlitMode = Program
# NirSlitMode = Program
# NirSlitWidth = 3350/servo 860.8/1
# UvVisIntegrationTime = 3350/1 860.8/1
# NirIntegrationTime = 3350/1 860.8/1
# NirDetectorGain = 14.00
# _UnknownRecord2375_ID231 = 
# _UnknownRecord2375_ID232 = 
# _UnknownRecord2375_ID233 = 
# _UnknownRecord2375_ID235 = 
# SampleBeamPosition = Front
# CommonBeamDepolarizer = off
# AttenuatorsUsed = S:100 R:100
# _UnknownRecord2375_ID243 = 
# _UnknownRecord2375_ID254 = 
# _UnknownRecord2375_ID256 = 
# _UnknownRecord2375_ID257 = 
# _UnknownRecord2375_ID258 = 
# _UnknownRecord2375_ID260 = 
# _UnknownRecord2375_ID261 = 
# _UnknownRecord2375_ID267 = 
# _UnknownRecord2375_ID268 = 
# _UnknownRecord2375_ID269 = 
# _UnknownRecord2375_ID270 = 
# _UnknownRecord2375_ID273 = 
# _UnknownRecord2375_ID274 = 
# _UnknownRecord2D75_ID211 = 0
# _UnknownRecord2D75_ID212 = 0
# _UnknownRecord2D75_ID216 = 1
# _UnknownRecord2D75_ID217 = 1
# _UnknownRecord2D75_ID219 = 0
# _UnknownRecord2D75_ID220 = 0
# _UnknownRecord2D75_ID229 = 0
# _UnknownRecord2D75_ID240 = 100
# _UnknownRecord2D75_ID259 = 0
# DataSetChecksum = 0
# DataSetDataType = 16
# DataSetName = Sample4.Blank
# DataSetAbscissaRange = 300 900
# DataSetOrdinateRange = 0 99.137823761705
# DataSetInterval = -1
# DataSetNumPoints = 601
# DataSetXAxisLabel = nm
# DataSetXAxisUnitType = 11
# DataSetYAxisLabel = %R
# DataSetYAxisUnitType = 3
# DataSetSamplingMethod = 0
# DataSetFileType = 0
# DataSetAlias = Sample4.Blank
# SourceFile = ReflectionBlank.sp
nm,%R
659,99.0119001312967
660,98.9960360404478
661,98.9916588323475
662,98.9921570869937
663,99.0147806470636
664,99.0137050441863
665,99.0034669357359
666,99.0058593227221
667,99.0142754998301
668,98.9938977845662
669,98.9888673410534
670,98.9896958474887
671,99.0012373810855
672,99.0248093484233
673,99.0001657496036
674,99.0406236912126
675,99.0193576122518
676,99.0222342849206
677,99.0069973096505
678,98.9875746745805
679,99.0165417159772
680,99.0390858561827
681,99.0004944370402
682,99.0196554938207
683,99.0143047699899
684,99.0185778386092
685,98.992112762728
686,99.0119138761771
687,99.0056680556671
688,98.9924458581425
689,99.0038587979949
690,99.0295484886798
691,99.0066477769149
692,99.0062360527675
693,99.0174690673079
694,99.0064787395118
695,98.9859038767695
696,98.9971334591996
697,99.0027859596791
698,99.0021301884856
699,99.0063876543127
700,99.010723007941
701,99.0037648171503
702,99.0308473517539
703,99.0022908389626
704,99.0175795433941
705,99.0084180008139
706,99.0022883749425
707,99.0109460106832
708,99.0051454567683
709,98.9973074714301
710,99.0095492028006
711,99.0055481685019
712,99.0319726138179
713,99.0046483319406
714,98.9940515764206
715,98.9995935864968
716,99.0088788037257
717,99.0288279598374
718,99.0255635220187
719,99.0116361620235
720,98.9901593282448
721,98.9879687395473
722,99.0255217175563
723,99.0130824565112
724,99.0117793380117
725,99.0126681000057
726,99.003571817233
727,98.982156042006
728,99.016302416613
729,99.0020276338116
730,99.012968733288
731,98.9861499283572
732,99.0109324586794
733,99.0112537412211
734,99.0034803958201
735,99.0160144953276
736,98.9985459426497
737,99.0135785067598
738,99.0195514028832
739,99.023257735291
740,99.0121077775555
741,98.9768520773283
742,98.9978240201895
743,99.0213604901986
744,98.9829228906185
745,98.9812403550608
746,98.9767411313764
747,98.9720066510723
748,98.9771681826299
749,99.0005636135263
750,98.9795953074775
751,98.9961467952501
752,99.0118797723279
753,99.012836363972
754,99.0032882401923
755,99.0076953850819
756,99.014580511039
757,99.0066449857933
758,99.0250474103355
759,99.0281506949288
760,98.9949670390692
761,98.9754070012654
762,99.0019164848939
763,99.0112502466221
764,98.9932231628547
765,99.0351554206086
766,99.0403969544626
767,99.0005582175703
768,98.988465987469
769,99.0178922758126
770,99.0304458849914
771,99.0141429597091
772,99.0002390930146
773,99.013249664631
774,99.0184764584105
775,99.0023780985302
776,98.9950911349495
777,98.9965978311147
778,98.9797587563575
779,98.9602575293089
780,98.9489080306363
781,98.9645629672176
782,98.9954258990714
783,99.0007105231532
