# DEBUG000 = Id:   1, RecordLength:  13, Record: Michael Matus
# DEBUG001 = Id:   2, RecordLength:  22, Record: Created as New Dataset
# DEBUG002 = Id:   3, RecordLength:  62, Record: fri aug 26 09:42:15 2022 Coordinated Universal Time (GMT+0:00)
# DEBUG003 = Id:   4, RecordLength:   0, Record:
# DEBUG004 = Id:   5, RecordLength:  31, Record: MM04 BG20 535341 d=2.0 mm Q50mm
# DEBUG005 = Id: 140, RecordLength:  12, Record: Lambda 1050+
# DEBUG006 = Id: 141, RecordLength:  12, Record: 1060L2011032
# DEBUG007 = Id: 142, RecordLength:  84, Record: PerkinElmer UV WinLab 7.1.0.68 / 2.02.11 Lambda 900 UV/VIS/NIR, May 23 2018 11:23:04
# DEBUG008 = Id: 223, RecordLength:   0, Record:
# DEBUG009 = Id: 210, RecordLength:  27, Record: 3350/servo 1800.8/1 860.8/1
# DEBUG010 = Id: 213, RecordLength:   6, Record: UV/VIS
# DEBUG011 = Id: 218, RecordLength:  77, Record: CommonBeamDepol,RBeamAtt,SBeamAtt,uv/vis/nir detector, TDS WB InGaAs Detector
# DEBUG012 = Id: 224, RecordLength:   7, Record: Program
# DEBUG013 = Id: 225, RecordLength:   7, Record: Program
# DEBUG014 = Id: 226, RecordLength:  27, Record: 3350/servo 1800.8/1 860.8/1
# DEBUG015 = Id: 227, RecordLength:  24, Record: 3350/2 1800.8/10 860.8/1
# DEBUG016 = Id: 228, RecordLength:  24, Record: 3350/2 1800.8/10 860.8/1
# DEBUG017 = Id: 230, RecordLength:  21, Record: 3350/1.00 1800.8/2.00
# DEBUG018 = Id: 231, RecordLength:   1, Record:
# DEBUG019 = Id: 232, RecordLength:   1, Record:
# DEBUG020 = Id: 233, RecordLength:   1, Record:
# DEBUG021 = Id: 235, RecordLength:   1, Record:
# DEBUG022 = Id: 238, RecordLength:  12, Record: 1800.8 860.8
# DEBUG023 = Id: 239, RecordLength:   5, Record: Front
# DEBUG024 = Id: 241, RecordLength:   3, Record: off
# DEBUG025 = Id: 242, RecordLength:  11, Record: S:100 R:0.1
# DEBUG026 = Id: 243, RecordLength:   1, Record:
# DEBUG027 = Id: 254, RecordLength:   1, Record:
# DEBUG028 = Id: 256, RecordLength:   1, Record:
# DEBUG029 = Id: 257, RecordLength:   1, Record:
# DEBUG030 = Id: 258, RecordLength:   1, Record:
# DEBUG031 = Id: 260, RecordLength:   1, Record:
# DEBUG032 = Id: 261, RecordLength:   1, Record:
# DEBUG033 = Id: 267, RecordLength:   1, Record:
# DEBUG034 = Id: 268, RecordLength:   1, Record:
# DEBUG035 = Id: 269, RecordLength:   1, Record:
# DEBUG036 = Id: 270, RecordLength:   1, Record:
# DEBUG037 = Id: 273, RecordLength:   0, Record:
# DEBUG038 = Id: 274, RecordLength:   0, Record:
# DataSetAbscissaRange = 900 220
# DataSetAlias = MM04_008.Sample
# DataSetHistoryRecord000 = Michael Matus
# DataSetHistoryRecord001 = Created as New Dataset
# DataSetHistoryRecord002 = fri aug 26 09:42:15 2022 Coordinated Universal Time (GMT+0:00)
# DataSetHistoryRecord004 = MM04 BG20 535341 d=2.0 mm Q50mm
# DataSetHistoryRecord005 = Lambda 1050+
# DataSetHistoryRecord006 = 1060L2011032
# DataSetHistoryRecord007 = PerkinElmer UV WinLab 7.1.0.68 / 2.02.11 Lambda 900 UV/VIS/NIR, May 23 2018 11:23:04
# DataSetHistoryRecord009 = 3350/servo 1800.8/1 860.8/1
# DataSetHistoryRecord010 = UV/VIS
# DataSetHistoryRecord011 = CommonBeamDepol,RBeamAtt,SBeamAtt,uv/vis/nir detector, TDS WB InGaAs Detector
# DataSetHistoryRecord012 = Program
# DataSetHistoryRecord013 = Program
# DataSetHistoryRecord014 = 3350/servo 1800.8/1 860.8/1
# DataSetHistoryRecord015 = 3350/2 1800.8/10 860.8/1
# DataSetHistoryRecord016 = 3350/2 1800.8/10 860.8/1
# DataSetHistoryRecord017 = 3350/1.00 1800.8/2.00
# DataSetHistoryRecord022 = 1800.8 860.8
# DataSetHistoryRecord023 = Front
# DataSetHistoryRecord024 = off
# DataSetHistoryRecord025 = S:100 R:0.1
# DataSetInterval = -1
# DataSetName = MM04_008.Sample
# DataSetNumPoints = 681
# DataSetXAxisLabel = nm
# DataSetYAxisLabel = %T
# Ignored_DataSetChecksum = 00 00 00 00
# Ignored_DataSetDataType = 10 00
# Ignored_DataSetFileType = 00 00
# Ignored_DataSetOrdinateRange = 42 CF 66 D5 50 C9 F8 C0 2D 21 1F F4 83 92 FD 40
# Ignored_DataSetSamplingMethod = 00 00
# Ignored_DataSetXAxisUnitType = 0B 00
# Ignored_DataSetYAxisUnitType = 02 00
nm,%T
220,2.835562000424293E-05
221,3.0501369719130194E-05
222,2.699202012874632E-05
223,3.203964337892645E-05
224,3.398244062417381E-05
225,3.17697256665565E-05
226,3.1020982705255845E-05
227,3.420429712150717E-05
228,4.020254561458946E-05
229,3.446457994548881E-05
230,3.2904597908724696E-05
231,3.5466258520476106E-05
232,3.927883295389219E-05
233,3.853217917839348E-05
234,3.631429266782428E-05
235,3.6825823604125343E-05
236,3.6947131913367454E-05
237,3.156581744921217E-05
238,3.25633545341909E-05
239,3.6037327698272496E-05
240,3.455166276164766E-05
241,2.6140911268861037E-05
242,2.878484750132136E-05
243,3.149037722644045E-05
244,2.2697831288258583E-05
245,2.7838701542806967E-05
246,3.0410746277611734E-05
247,3.143384984236218E-05
248,3.0003591740619433E-05
249,2.618605572645319E-05
250,2.5755472507583275E-05
251,4.624484575330566E-05
252,0.0001696985972514098
253,0.0006860551482363183
254,0.0023373140434231917
255,0.006728803948285772
256,0.016520767281126305
257,0.03997576723746221
258,0.07149122718458786
259,0.09885687053107471
260,0.14384462437527362
261,0.20332894120799486
262,0.29995447326852737
263,0.46163934206108215
264,0.687813390631378
265,0.9599597850143228
266,1.258481856444104
267,1.581845668265614
268,1.9410386641086987
269,2.3265604678218677
270,2.74919673132796
271,3.2284813873117075
272,3.717895331925463
273,4.2086903797620225
274,4.773941400873484
275,5.415544111528297
276,6.027626936937031
277,6.70186791468497
278,7.427307521878883
279,8.127037092835346
280,8.833621029588477
281,9.586764698010583
282,10.388366365392276
283,11.165329455798133
284,11.910930764343954
285,12.72735331585761
286,13.570955725173206
287,14.304058024018623
288,14.768177834473613
289,14.688529500052919
290,14.362989595008981
291,14.029344480944989
292,14.256996069387151
293,15.12627574553862
294,16.49193729422095
295,18.385749977781828
296,20.14510948383938
297,21.540346475894616
298,21.867814119434296
299,20.50655270312303
300,18.50272968881503
301,17.432549617681236
302,17.76258374142901
303,18.720196430150892
304,19.90659324446412
305,21.265658232247496
306,23.650717497834826
307,26.521704644380883
308,28.700921521787254
309,30.44065826753802
310,31.81100879413943
311,32.57683631462241
312,33.71310870897038
313,34.20950246224866
314,34.879312172089975
315,35.40535780316209
316,36.616246578173616
317,37.855457663078475
318,39.63399945376865
319,40.02808665375113
320,40.602014301946
321,39.76440833589268
322,37.07232201828102
323,32.93044503590667
324,28.3876826816927
325,23.820158923216
326,20.073973562516887
327,17.175094006409026
328,15.569535239494577
329,14.820371875108258
330,14.903148068724345
331,15.514693234602353
332,16.6314825803911
333,18.372374207042537
334,21.23084875675647
335,24.62350868418259
336,28.072992193176667
337,31.397164076351597
338,33.79861221437159
339,34.92606346663753
340,35.64339016276938
341,35.24640233075525
342,34.13971423052068
343,33.47210367285211
344,32.59141853298535
345,27.6951286150572
346,16.70591243874696
347,5.599125697783741
348,1.2842521786922079
349,0.3768958399690695
350,0.27458818475655483
351,0.2950208179842604
352,0.3441606431266505
353,0.44959984209113135
354,0.42173876749665257
355,0.30070067438854575
356,0.13834402894942693
357,0.022010721923065642
358,0.03649272206429609
359,0.1802102223228898
360,0.9551850107552027
361,3.7949583723684053
362,10.316503421870683
363,20.516237355938124
364,32.31917911116932
365,44.79460775047595
366,56.398628335155344
367,66.06303759679759
368,72.3813841054074
369,76.84553978621345
370,79.59279608682029
371,78.82889306872171
372,78.38659936927608
373,77.95084174451013
374,77.92932407622084
375,78.18852508835793
376,77.47268470403074
377,77.9146457284973
378,76.6015355681322
379,79.98657363759501
380,79.73133105234622
381,81.31217734588031
382,78.93264857061911
383,75.7771872817914
384,77.78931873636029
385,80.14405378141988
386,81.7552292570413
387,81.69154871773232
388,82.97133884994633
389,83.30488616671691
390,83.40494101959179
391,83.89741597699594
392,83.85927302282806
393,84.95768681581664
394,83.9642805856204
395,84.25650154892044
396,83.45584403164146
397,83.09875546496322
398,83.41577079483572
399,81.43061208038492
400,79.64926449355609
401,78.00044796659752
402,75.7787737912634
403,76.07620354170625
404,78.02821399631384
405,79.87929291166623
406,80.70476866205635
407,81.25758050406365
408,82.90790991569575
409,83.21507462804175
410,84.001636650076
411,83.79728780954527
412,83.65238153168889
413,83.83949725604934
414,82.58083319469311
415,82.1843732077299
416,80.8451187878149
417,78.9788725290556
418,76.82033789563809
419,76.53478725461963
420,76.5232967841507
421,75.20052624642712
422,72.76074068892987
423,72.80462164031451
424,73.0832049813691
425,73.86141927804599
426,75.27666538333202
427,72.5079736935219
428,53.46578125552832
429,27.930559408372606
430,22.333240210677214
431,26.7621995398494
432,30.756603744040518
433,31.773021579481924
434,29.53122675663879
435,25.431522675952344
436,20.480679015913086
437,15.779713457297998
438,12.035455635381474
439,9.298201166051841
440,7.4275377095167405
441,6.413807487817369
442,5.906474461973462
443,5.705758376824552
444,5.803264483792976
445,5.9599313830252925
446,5.946085522122132
