# OperatorName = Michael Matus
# Modification = Created as New Dataset
# ModificationDateTime = mon aug 22 10:07:53 2022 Coordinated Universal Time (GMT+0:00)
# Parameters = 
# SampleDescription = BEV68 NG11 Z5148 d=2.4 mm Q50mm, detector change
# InstrumentModel = Lambda 1050+
# InstrumentSerialNumber = 1060L2011032
# InstrumentSoftwareRevision = PerkinElmer UV WinLab 7.1.0.68 / 2.02.11 Lambda 900 UV/VIS/NIR, May 23 2018 11:23:04
# SlitWidth = 3350/servo 1800.8/1 860.8/1
# LampsUsed = UV/VIS
# InstrumentAccessories = CommonBeamDepol,RBeamAtt,SBeamAtt,uv/vis/nir detector, TDS WB InGaAs Detector
# UvVisSlitMode = Program
# NirSlitMode = Program
# NirSlitWidth = 3350/servo 1800.8/1 860.8/1
# UvVisIntegrationTime = 3350/2 1800.8/4 860.8/1
# NirIntegrationTime = 3350/2 1800.8/4 860.8/1
# NirDetectorGain = 3350/1.00 1800.8/2.00
# DetectorChangeAt = 1800.8 860.8
# SampleBeamPosition = Front
# CommonBeamDepolarizer = off
# AttenuatorsUsed = S:100 R:100
# DataSetChecksum = 0
# DataSetDataType = 16
# DataSetName = BevFilter11.Sample
# DataSetAbscissaRange = 800 900
# DataSetOrdinateRange = 0 50.6031197021558
# DataSetInterval = -1
# DataSetNumPoints = 101
# DataSetXAxisLabel = nm
# DataSetXAxisUnitType = 11
# DataSetYAxisLabel = %T
# DataSetYAxisUnitType = 2
# DataSetSamplingMethod = 0
# DataSetFileType = 0
# DataSetAlias = BevFilter11.Sample
# SourceFile = Transmission2.sp
nm,%T
800,50.6031197021558
801,50.5004756567793
802,50.4130001086842
803,50.3197316133596
804,50.2214168652678
805,50.1250772807139
806,50.0307324269955
807,49.9316131553432
808,49.8269963168742
809,49.7329747798759
810,49.644575113249
811,49.5721643250868
812,49.4919234300896
813,49.3773169895787
814,49.2753033968248
815,49.1741365637056
816,49.0933640369738
817,48.9988230155969
818,48.907625882231
819,48.8091114046317
820,48.7267101185549
821,48.6105495108823
822,48.5138498833391
823,48.4231420495763
824,48.3250011854367
825,48.2393704246246
826,48.1434420311794
827,48.0599434253146
828,47.9573712255773
829,47.8690290409719
830,47.7805945250671
831,47.688166144862
832,47.6008813204028
833,47.5205227636632
834,47.4140180427642
835,47.3211858775917
836,47.2290316145933
837,47.1437284770972
838,47.0559086399947
839,46.9558981850275
840,46.8611130167006
841,46.7896749430709
842,46.6835738621139
843,46.604832575036
844,46.5029100363815
845,46.4243567425824
846,46.325721590163
847,46.2502613463013
848,46.1534058552401
849,46.0539750019934
850,45.9839807566354
851,45.9014775340359
852,45.8023973981968
853,45.7233179850182
854,45.6159514418649
855,45.5140669803618
856,45.4684764221968
857,45.3967017656514
858,45.2871905505429
859,45.1838692662148
860,45.0984656734465
861,44.9934432736159
862,44.8631254954997
863,44.783806199608
864,44.8586754573464
865,44.4658838945231
866,44.4977958854581
867,44.4382132961022
868,44.3117078704238
869,44.3019581904343
870,44.2173306569591
871,44.0790761592081
872,44.3128792204148
873,44.1177730776572
874,43.8136530178087
875,43.7514135920332
876,43.6830060369336
877,43.8802556484193
878,43.508085084801
879,43.6344552338426
880,43.4785697809433
881,43.2215037792777
882,43.3406144368409
883,43.2030532772291
884,43.0484650947713
885,43.0024671725735
886,42.9254393401663
887,42.7334158550731
888,42.6889083068123
889,42.585901198635
890,42.4466657041064
891,42.4641045481902
892,42.3379907632522
893,42.3837238300989
894,42.1468468644415
895,42.1397941219882
896,42.0100761922826
897,42.0475562587046
898,41.6828160477076
899,41.5471297424585
900,41.2719070950721
